service_id,date,exception_type
20230702_------S_29,20230827,1
20230820_------S_49,20230827,1
20220522_MTWTF--_1,20230828,1
20220522_MTWTF--_2,20230828,1
20220522_MTWTF--_3,20230828,1
20220904_M-W-F--_11,20230828,1
20220904_M-WTF--_21,20230828,1
20220904_MT--F--_12,20230828,1
20220904_MT-TF--_13,20230828,1
20220904_MTW-F--_14,20230828,1
20220904_MTWT---_15,20230828,1
20220904_MTWTF--_16,20230828,1
20220904_MTWTF--_16_-vmh_1,20230828,1
20220904_MTWTF--_19,20230828,1
20220904_MTWTF--_27,20230828,1
20220905_MTWTF--_28,20230828,1
20220905_MTWTF--_41,20230828,1
20230615_M-WT---_66,20230828,1
20230820_MTWTF--_52,20230828,1
20230821_MTWTF--_63,20230828,1
20230821_MTWTF--_64,20230828,1
20220522_MTWTF--_1,20230829,1
20220522_MTWTF--_2,20230829,1
20220522_MTWTF--_3,20230829,1
20220904_-T-----_23,20230829,1
20220904_MT--F--_12,20230829,1
20220904_MT-TF--_13,20230829,1
20220904_MTW-F--_14,20230829,1
20220904_MTWT---_15,20230829,1
20220904_MTWTF--_16,20230829,1
20220904_MTWTF--_16_-vmh_1,20230829,1
20220904_MTWTF--_19,20230829,1
20220904_MTWTF--_27,20230829,1
20220905_MTWTF--_28,20230829,1
20220905_MTWTF--_41,20230829,1
20230820_MTWTF--_52,20230829,1
20230821_MTWTF--_63,20230829,1
20230821_MTWTF--_64,20230829,1
20220522_MTWTF--_1,20230830,1
20220522_MTWTF--_2,20230830,1
20220522_MTWTF--_3,20230830,1
20220904_--WT---_10,20230830,1
20220904_M-W-F--_11,20230830,1
20220904_M-WTF--_21,20230830,1
20220904_MTW-F--_14,20230830,1
20220904_MTWT---_15,20230830,1
20220904_MTWTF--_16,20230830,1
20220904_MTWTF--_16_-vmh_1,20230830,1
20220904_MTWTF--_19,20230830,1
20220904_MTWTF--_27,20230830,1
20220905_MTWTF--_28,20230830,1
20220905_MTWTF--_41,20230830,1
20230601_--WT---_56,20230830,1
20230615_M-WT---_66,20230830,1
20230702_--W-F--_30,20230830,1
20230705_--W----_89,20230830,1
20230820_MTWTF--_52,20230830,1
20230821_MTWTF--_63,20230830,1
20230821_MTWTF--_64,20230830,1
20220522_MTWTF--_1,20230831,1
20220522_MTWTF--_2,20230831,1
20220522_MTWTF--_3,20230831,1
20220904_---T---_9,20230831,1
20220904_--WT---_10,20230831,1
20220904_M-WTF--_21,20230831,1
20220904_MT-TF--_13,20230831,1
20220904_MTWT---_15,20230831,1
20220904_MTWTF--_16,20230831,1
20220904_MTWTF--_16_-vmh_1,20230831,1
20220904_MTWTF--_19,20230831,1
20220904_MTWTF--_27,20230831,1
20220905_MTWTF--_28,20230831,1
20220905_MTWTF--_41,20230831,1
20230601_--WT---_56,20230831,1
20230615_M-WT---_66,20230831,1
20230820_MTWTF--_52,20230831,1
20230821_MTWTF--_63,20230831,1
20230821_MTWTF--_64,20230831,1
20220522_MTWTF--_1,20230901,1
20220522_MTWTF--_2,20230901,1
20220522_MTWTF--_3,20230901,1
20220904_----F--_33,20230901,1
20220904_----F--_8,20230901,1
20220904_M-W-F--_11,20230901,1
20220904_M-WTF--_21,20230901,1
20220904_MT--F--_12,20230901,1
20220904_MT-TF--_13,20230901,1
20220904_MTW-F--_14,20230901,1
20220904_MTWTF--_16,20230901,1
20220904_MTWTF--_16_-vmh_1,20230901,1
20220904_MTWTF--_19,20230901,1
20220904_MTWTF--_27,20230901,1
20220905_MTWTF--_28,20230901,1
20220905_MTWTF--_41,20230901,1
20230820_----F--_51,20230901,1
20230820_MTWTF--_52,20230901,1
20230821_MTWTF--_63,20230901,1
20230821_MTWTF--_64,20230901,1
20220522_-----S-_5,20230902,1
20220904_-----S-_17,20230902,1
20220904_-----S-_26,20230902,1
20220904_-----S-_7,20230902,1
20230820_-----S-_50,20230902,1
20230820_-----S-_53,20230902,1
20230821_-----S-_65,20230902,1
20220522_------S_4,20230903,1
20220904_------S_18,20230903,1
20220904_------S_18_-vmh_2,20230903,1
20220904_------S_20,20230903,1
20230820_------S_49,20230903,1
20220522_MTWTF--_1,20230904,1
20220522_MTWTF--_2,20230904,1
20220522_MTWTF--_3,20230904,1
20220904_M-W-F--_11,20230904,1
20220904_M-WTF--_21,20230904,1
20220904_MT--F--_12,20230904,1
20220904_MT-TF--_13,20230904,1
20220904_MTW-F--_14,20230904,1
20220904_MTWT---_15,20230904,1
20220904_MTWTF--_16,20230904,1
20220904_MTWTF--_16_-vmh_1,20230904,1
20220904_MTWTF--_19,20230904,1
20220904_MTWTF--_27,20230904,1
20220905_MTWTF--_28,20230904,1
20220905_MTWTF--_41,20230904,1
20230820_MTWTF--_52,20230904,1
20230821_MTWTF--_63,20230904,1
20230821_MTWTF--_64,20230904,1
20220522_MTWTF--_1,20230905,1
20220522_MTWTF--_2,20230905,1
20220522_MTWTF--_3,20230905,1
20220904_-T-----_23,20230905,1
20220904_MT--F--_12,20230905,1
20220904_MT-TF--_13,20230905,1
20220904_MTW-F--_14,20230905,1
20220904_MTWT---_15,20230905,1
20220904_MTWTF--_16,20230905,1
20220904_MTWTF--_16_-vmh_1,20230905,1
20220904_MTWTF--_19,20230905,1
20220904_MTWTF--_27,20230905,1
20220905_MTWTF--_28,20230905,1
20220905_MTWTF--_41,20230905,1
20230820_MTWTF--_52,20230905,1
20230821_MTWTF--_63,20230905,1
20230821_MTWTF--_64,20230905,1
20220522_MTWTF--_1,20230906,1
20220522_MTWTF--_2,20230906,1
20220522_MTWTF--_3,20230906,1
20220904_--W----_90,20230906,1
20220904_--WT---_10,20230906,1
20220904_M-W-F--_11,20230906,1
20220904_M-WTF--_21,20230906,1
20220904_MTW-F--_14,20230906,1
20220904_MTWT---_15,20230906,1
20220904_MTWTF--_16,20230906,1
20220904_MTWTF--_16_-vmh_1,20230906,1
20220904_MTWTF--_19,20230906,1
20220904_MTWTF--_27,20230906,1
20220905_MTWTF--_28,20230906,1
20220905_MTWTF--_41,20230906,1
20230820_MTWTF--_52,20230906,1
20230821_MTWTF--_63,20230906,1
20230821_MTWTF--_64,20230906,1
20220522_MTWTF--_1,20230907,1
20220522_MTWTF--_2,20230907,1
20220522_MTWTF--_3,20230907,1
20220904_---T---_9,20230907,1
20220904_--WT---_10,20230907,1
20220904_M-WTF--_21,20230907,1
20220904_MT-TF--_13,20230907,1
20220904_MTWT---_15,20230907,1
20220904_MTWTF--_16,20230907,1
20220904_MTWTF--_16_-vmh_1,20230907,1
20220904_MTWTF--_19,20230907,1
20220904_MTWTF--_27,20230907,1
20220905_MTWTF--_28,20230907,1
20220905_MTWTF--_41,20230907,1
20230820_MTWTF--_52,20230907,1
20230821_MTWTF--_63,20230907,1
20230821_MTWTF--_64,20230907,1
20220522_MTWTF--_1,20230908,1
20220522_MTWTF--_2,20230908,1
20220522_MTWTF--_3,20230908,1
20220904_----F--_8,20230908,1
20220904_M-W-F--_11,20230908,1
20220904_M-WTF--_21,20230908,1
20220904_MT--F--_12,20230908,1
20220904_MT-TF--_13,20230908,1
20220904_MTW-F--_14,20230908,1
20220904_MTWTF--_16,20230908,1
20220904_MTWTF--_16_-vmh_1,20230908,1
20220904_MTWTF--_19,20230908,1
20220904_MTWTF--_27,20230908,1
20220905_MTWTF--_28,20230908,1
20220905_MTWTF--_41,20230908,1
20230820_----F--_51,20230908,1
20230820_MTWTF--_52,20230908,1
20230821_MTWTF--_63,20230908,1
20230821_MTWTF--_64,20230908,1
20220522_-----S-_5,20230909,1
20220904_-----S-_17,20230909,1
20220904_-----S-_26,20230909,1
20220904_-----S-_7,20230909,1
20230820_-----S-_50,20230909,1
20230820_-----S-_53,20230909,1
20230821_-----S-_65,20230909,1
20220522_------S_4,20230910,1
20220904_------S_18,20230910,1
20220904_------S_18_-vmh_2,20230910,1
20220904_------S_20,20230910,1
20230820_------S_49,20230910,1
20220522_MTWTF--_1,20230911,1
20220522_MTWTF--_2,20230911,1
20220522_MTWTF--_3,20230911,1
20220904_M-W-F--_11,20230911,1
20220904_M-WTF--_21,20230911,1
20220904_MT--F--_12,20230911,1
20220904_MT-TF--_13,20230911,1
20220904_MTW-F--_14,20230911,1
20220904_MTWT---_15,20230911,1
20220904_MTWTF--_16,20230911,1
20220904_MTWTF--_16_-vmh_1,20230911,1
20220904_MTWTF--_19,20230911,1
20220904_MTWTF--_27,20230911,1
20220905_MTWTF--_28,20230911,1
20220905_MTWTF--_41,20230911,1
20230820_MTWTF--_52,20230911,1
20230821_MTWTF--_63,20230911,1
20230821_MTWTF--_64,20230911,1
20220522_MTWTF--_1,20230912,1
20220522_MTWTF--_2,20230912,1
20220522_MTWTF--_3,20230912,1
20220904_-T-----_23,20230912,1
20220904_MT--F--_12,20230912,1
20220904_MT-TF--_13,20230912,1
20220904_MTW-F--_14,20230912,1
20220904_MTWT---_15,20230912,1
20220904_MTWTF--_16,20230912,1
20220904_MTWTF--_16_-vmh_1,20230912,1
20220904_MTWTF--_19,20230912,1
20220904_MTWTF--_27,20230912,1
20220905_MTWTF--_28,20230912,1
20220905_MTWTF--_41,20230912,1
20230820_MTWTF--_52,20230912,1
20230821_MTWTF--_63,20230912,1
20230821_MTWTF--_64,20230912,1
20220522_MTWTF--_1,20230913,1
20220522_MTWTF--_2,20230913,1
20220522_MTWTF--_3,20230913,1
20220904_--W----_90,20230913,1
20220904_--WT---_10,20230913,1
20220904_M-W-F--_11,20230913,1
20220904_M-WTF--_21,20230913,1
20220904_MTW-F--_14,20230913,1
20220904_MTWT---_15,20230913,1
20220904_MTWTF--_16,20230913,1
20220904_MTWTF--_16_-vmh_1,20230913,1
20220904_MTWTF--_19,20230913,1
20220904_MTWTF--_27,20230913,1
20220905_MTWTF--_28,20230913,1
20220905_MTWTF--_41,20230913,1
20230820_MTWTF--_52,20230913,1
20230821_MTWTF--_63,20230913,1
20230821_MTWTF--_64,20230913,1
20220522_MTWTF--_1,20230914,1
20220522_MTWTF--_2,20230914,1
20220522_MTWTF--_3,20230914,1
20220904_---T---_9,20230914,1
20220904_--WT---_10,20230914,1
20220904_M-WTF--_21,20230914,1
20220904_MT-TF--_13,20230914,1
20220904_MTWT---_15,20230914,1
20220904_MTWTF--_16,20230914,1
20220904_MTWTF--_16_-vmh_1,20230914,1
20220904_MTWTF--_19,20230914,1
20220904_MTWTF--_27,20230914,1
20220905_MTWTF--_28,20230914,1
20220905_MTWTF--_41,20230914,1
20230820_MTWTF--_52,20230914,1
20230821_MTWTF--_63,20230914,1
20230821_MTWTF--_64,20230914,1
20220522_MTWTF--_1,20230915,1
20220522_MTWTF--_2,20230915,1
20220522_MTWTF--_3,20230915,1
20220904_----F--_8,20230915,1
20220904_M-W-F--_11,20230915,1
20220904_M-WTF--_21,20230915,1
20220904_MT--F--_12,20230915,1
20220904_MT-TF--_13,20230915,1
20220904_MTW-F--_14,20230915,1
20220904_MTWTF--_16,20230915,1
20220904_MTWTF--_16_-vmh_1,20230915,1
20220904_MTWTF--_19,20230915,1
20220904_MTWTF--_27,20230915,1
20220905_MTWTF--_28,20230915,1
20220905_MTWTF--_41,20230915,1
20230820_----F--_51,20230915,1
20230820_MTWTF--_52,20230915,1
20230821_MTWTF--_63,20230915,1
20230821_MTWTF--_64,20230915,1
20220522_-----S-_5,20230916,1
20220904_-----S-_17,20230916,1
20220904_-----S-_26,20230916,1
20220904_-----S-_7,20230916,1
20230820_-----S-_50,20230916,1
20230820_-----S-_53,20230916,1
20230821_-----S-_65,20230916,1
20220522_------S_4,20230917,1
20220904_------S_18,20230917,1
20220904_------S_18_-vmh_2,20230917,1
20220904_------S_20,20230917,1
20230820_------S_49,20230917,1
20220522_MTWTF--_1,20230918,1
20220522_MTWTF--_2,20230918,1
20220522_MTWTF--_3,20230918,1
20220904_M-W-F--_11,20230918,1
20220904_MT--F--_12,20230918,1
20220904_MT-TF--_13,20230918,1
20220904_MTW-F--_14,20230918,1
20220904_MTWT---_15,20230918,1
20220904_MTWTF--_16,20230918,1
20220904_MTWTF--_16_-vmh_1,20230918,1
20220904_MTWTF--_19,20230918,1
20220904_MTWTF--_27,20230918,1
20220905_MTWTF--_28,20230918,1
20220905_MTWTF--_41,20230918,1
20220926_M-W-F--_39,20230918,1
20230820_MTWTF--_52,20230918,1
20230821_MTWTF--_63,20230918,1
20230821_MTWTF--_64,20230918,1
20220522_MTWTF--_1,20230919,1
20220522_MTWTF--_2,20230919,1
20220522_MTWTF--_3,20230919,1
20220904_-T-----_23,20230919,1
20220904_MT--F--_12,20230919,1
20220904_MT-TF--_13,20230919,1
20220904_MTW-F--_14,20230919,1
20220904_MTWT---_15,20230919,1
20220904_MTWTF--_16,20230919,1
20220904_MTWTF--_16_-vmh_1,20230919,1
20220904_MTWTF--_19,20230919,1
20220904_MTWTF--_27,20230919,1
20220905_MTWTF--_28,20230919,1
20220905_MTWTF--_41,20230919,1
20230820_MTWTF--_52,20230919,1
20230821_MTWTF--_63,20230919,1
20230821_MTWTF--_64,20230919,1
20220522_MTWTF--_1,20230920,1
20220522_MTWTF--_2,20230920,1
20220522_MTWTF--_3,20230920,1
20220904_--W----_90,20230920,1
20220904_--WT---_10,20230920,1
20220904_M-W-F--_11,20230920,1
20220904_MTW-F--_14,20230920,1
20220904_MTWT---_15,20230920,1
20220904_MTWTF--_16,20230920,1
20220904_MTWTF--_16_-vmh_1,20230920,1
20220904_MTWTF--_19,20230920,1
20220904_MTWTF--_27,20230920,1
20220905_MTWTF--_28,20230920,1
20220905_MTWTF--_41,20230920,1
20220926_M-W-F--_39,20230920,1
20230820_MTWTF--_52,20230920,1
20230821_MTWTF--_63,20230920,1
20230821_MTWTF--_64,20230920,1
20220522_MTWTF--_1,20230921,1
20220522_MTWTF--_2,20230921,1
20220522_MTWTF--_3,20230921,1
20220904_---T---_9,20230921,1
20220904_--WT---_10,20230921,1
20220904_MT-TF--_13,20230921,1
20220904_MTWT---_15,20230921,1
20220904_MTWTF--_16,20230921,1
20220904_MTWTF--_16_-vmh_1,20230921,1
20220904_MTWTF--_19,20230921,1
20220904_MTWTF--_27,20230921,1
20220905_MTWTF--_28,20230921,1
20220905_MTWTF--_41,20230921,1
20220926_---T---_38,20230921,1
20230820_MTWTF--_52,20230921,1
20230821_MTWTF--_63,20230921,1
20230821_MTWTF--_64,20230921,1
20220522_MTWTF--_1,20230922,1
20220522_MTWTF--_2,20230922,1
20220522_MTWTF--_3,20230922,1
20220904_----F--_8,20230922,1
20220904_M-W-F--_11,20230922,1
20220904_MT--F--_12,20230922,1
20220904_MT-TF--_13,20230922,1
20220904_MTW-F--_14,20230922,1
20220904_MTWTF--_16,20230922,1
20220904_MTWTF--_16_-vmh_1,20230922,1
20220904_MTWTF--_19,20230922,1
20220904_MTWTF--_27,20230922,1
20220905_MTWTF--_28,20230922,1
20220905_MTWTF--_41,20230922,1
20220926_M-W-F--_39,20230922,1
20230820_----F--_51,20230922,1
20230820_MTWTF--_52,20230922,1
20230821_MTWTF--_63,20230922,1
20230821_MTWTF--_64,20230922,1
20220522_-----S-_5,20230923,1
20220904_-----S-_17,20230923,1
20220904_-----S-_26,20230923,1
20220904_-----S-_7,20230923,1
20230820_-----S-_50,20230923,1
20230820_-----S-_53,20230923,1
20230821_-----S-_65,20230923,1
20220522_------S_4,20230924,1
20220904_------S_18,20230924,1
20220904_------S_18_-vmh_2,20230924,1
20220926_------S_37,20230924,1
20230820_------S_49,20230924,1
20220522_MTWTF--_1,20230925,1
20220522_MTWTF--_2,20230925,1
20220522_MTWTF--_3,20230925,1
20220904_M-W-F--_11,20230925,1
20220904_MT--F--_12,20230925,1
20220904_MT-TF--_13,20230925,1
20220904_MTW-F--_14,20230925,1
20220904_MTWT---_15,20230925,1
20220904_MTWTF--_16,20230925,1
20220904_MTWTF--_16_-vmh_1,20230925,1
20220904_MTWTF--_19,20230925,1
20220904_MTWTF--_27,20230925,1
20220905_MTWTF--_28,20230925,1
20220905_MTWTF--_41,20230925,1
20220926_M-W-F--_39,20230925,1
20230820_MTWTF--_52,20230925,1
20230821_MTWTF--_63,20230925,1
20230821_MTWTF--_64,20230925,1
20220522_MTWTF--_1,20230926,1
20220522_MTWTF--_2,20230926,1
20220522_MTWTF--_3,20230926,1
20220904_-T-----_23,20230926,1
20220904_MT--F--_12,20230926,1
20220904_MT-TF--_13,20230926,1
20220904_MTW-F--_14,20230926,1
20220904_MTWT---_15,20230926,1
20220904_MTWTF--_16,20230926,1
20220904_MTWTF--_16_-vmh_1,20230926,1
20220904_MTWTF--_19,20230926,1
20220904_MTWTF--_27,20230926,1
20220905_MTWTF--_28,20230926,1
20220905_MTWTF--_41,20230926,1
20230820_MTWTF--_52,20230926,1
20230821_MTWTF--_63,20230926,1
20230821_MTWTF--_64,20230926,1
20220522_MTWTF--_1,20230927,1
20220522_MTWTF--_2,20230927,1
20220522_MTWTF--_3,20230927,1
20220904_--W----_90,20230927,1
20220904_--WT---_10,20230927,1
20220904_M-W-F--_11,20230927,1
20220904_MTW-F--_14,20230927,1
20220904_MTWT---_15,20230927,1
20220904_MTWTF--_16,20230927,1
20220904_MTWTF--_16_-vmh_1,20230927,1
20220904_MTWTF--_19,20230927,1
20220904_MTWTF--_27,20230927,1
20220905_MTWTF--_28,20230927,1
20220905_MTWTF--_41,20230927,1
20220926_M-W-F--_39,20230927,1
20230820_MTWTF--_52,20230927,1
20230821_MTWTF--_63,20230927,1
20230821_MTWTF--_64,20230927,1
20220522_MTWTF--_1,20230928,1
20220522_MTWTF--_2,20230928,1
20220522_MTWTF--_3,20230928,1
20220904_---T---_9,20230928,1
20220904_--WT---_10,20230928,1
20220904_MT-TF--_13,20230928,1
20220904_MTWT---_15,20230928,1
20220904_MTWTF--_16,20230928,1
20220904_MTWTF--_16_-vmh_1,20230928,1
20220904_MTWTF--_19,20230928,1
20220904_MTWTF--_27,20230928,1
20220905_MTWTF--_28,20230928,1
20220905_MTWTF--_41,20230928,1
20220926_---T---_38,20230928,1
20230820_MTWTF--_52,20230928,1
20230821_MTWTF--_63,20230928,1
20230821_MTWTF--_64,20230928,1
20220522_MTWTF--_1,20230929,1
20220522_MTWTF--_2,20230929,1
20220522_MTWTF--_3,20230929,1
20220904_----F--_8,20230929,1
20220904_M-W-F--_11,20230929,1
20220904_MT--F--_12,20230929,1
20220904_MT-TF--_13,20230929,1
20220904_MTW-F--_14,20230929,1
20220904_MTWTF--_16,20230929,1
20220904_MTWTF--_16_-vmh_1,20230929,1
20220904_MTWTF--_19,20230929,1
20220904_MTWTF--_27,20230929,1
20220905_MTWTF--_28,20230929,1
20220905_MTWTF--_41,20230929,1
20220926_M-W-F--_39,20230929,1
20230820_----F--_51,20230929,1
20230820_MTWTF--_52,20230929,1
20230821_MTWTF--_63,20230929,1
20230821_MTWTF--_64,20230929,1
20220522_-----S-_5,20230930,1
20220904_-----S-_17,20230930,1
20220904_-----S-_26,20230930,1
20220904_-----S-_7,20230930,1
20230820_-----S-_50,20230930,1
20230820_-----S-_53,20230930,1
20230821_-----S-_65,20230930,1
20220522_------S_4,20231001,1
20220904_------S_18,20231001,1
20220904_------S_18_-vmh_2,20231001,1
20220926_------S_37,20231001,1
20230820_------S_49,20231001,1
20220522_MTWTF--_1,20231002,1
20220522_MTWTF--_2,20231002,1
20220522_MTWTF--_3,20231002,1
20220904_M-W-F--_11,20231002,1
20220904_MT--F--_12,20231002,1
20220904_MT-TF--_13,20231002,1
20220904_MTW-F--_14,20231002,1
20220904_MTWT---_15,20231002,1
20220904_MTWTF--_16,20231002,1
20220904_MTWTF--_16_-vmh_1,20231002,1
20220904_MTWTF--_19,20231002,1
20220904_MTWTF--_27,20231002,1
20220905_MTWTF--_28,20231002,1
20220905_MTWTF--_41,20231002,1
20220926_M-W-F--_39,20231002,1
20230820_MTWTF--_52,20231002,1
20230821_MTWTF--_63,20231002,1
20230821_MTWTF--_64,20231002,1
20220522_MTWTF--_1,20231003,1
20220522_MTWTF--_2,20231003,1
20220522_MTWTF--_3,20231003,1
20220904_-T-----_23,20231003,1
20220904_MT--F--_12,20231003,1
20220904_MT-TF--_13,20231003,1
20220904_MTW-F--_14,20231003,1
20220904_MTWT---_15,20231003,1
20220904_MTWTF--_16,20231003,1
20220904_MTWTF--_16_-vmh_1,20231003,1
20220904_MTWTF--_19,20231003,1
20220904_MTWTF--_27,20231003,1
20220905_MTWTF--_28,20231003,1
20220905_MTWTF--_41,20231003,1
20230820_MTWTF--_52,20231003,1
20230821_MTWTF--_63,20231003,1
20230821_MTWTF--_64,20231003,1
20220522_MTWTF--_1,20231004,1
20220522_MTWTF--_2,20231004,1
20220522_MTWTF--_3,20231004,1
20220904_--W----_90,20231004,1
20220904_--WT---_10,20231004,1
20220904_M-W-F--_11,20231004,1
20220904_MTW-F--_14,20231004,1
20220904_MTWT---_15,20231004,1
20220904_MTWTF--_16,20231004,1
20220904_MTWTF--_16_-vmh_1,20231004,1
20220904_MTWTF--_19,20231004,1
20220904_MTWTF--_27,20231004,1
20220905_MTWTF--_28,20231004,1
20220905_MTWTF--_41,20231004,1
20220926_M-W-F--_39,20231004,1
20230820_MTWTF--_52,20231004,1
20230821_MTWTF--_63,20231004,1
20230821_MTWTF--_64,20231004,1
20220522_MTWTF--_1,20231005,1
20220522_MTWTF--_2,20231005,1
20220522_MTWTF--_3,20231005,1
20220904_---T---_9,20231005,1
20220904_--WT---_10,20231005,1
20220904_MT-TF--_13,20231005,1
20220904_MTWT---_15,20231005,1
20220904_MTWTF--_16,20231005,1
20220904_MTWTF--_16_-vmh_1,20231005,1
20220904_MTWTF--_19,20231005,1
20220904_MTWTF--_27,20231005,1
20220905_MTWTF--_28,20231005,1
20220905_MTWTF--_41,20231005,1
20220926_---T---_38,20231005,1
20230820_MTWTF--_52,20231005,1
20230821_MTWTF--_63,20231005,1
20230821_MTWTF--_64,20231005,1
20220522_MTWTF--_1,20231006,1
20220522_MTWTF--_2,20231006,1
20220522_MTWTF--_3,20231006,1
20220904_----F--_8,20231006,1
20220904_M-W-F--_11,20231006,1
20220904_MT--F--_12,20231006,1
20220904_MT-TF--_13,20231006,1
20220904_MTW-F--_14,20231006,1
20220904_MTWTF--_16,20231006,1
20220904_MTWTF--_16_-vmh_1,20231006,1
20220904_MTWTF--_19,20231006,1
20220904_MTWTF--_27,20231006,1
20220905_MTWTF--_28,20231006,1
20220905_MTWTF--_41,20231006,1
20220926_M-W-F--_39,20231006,1
20230820_----F--_51,20231006,1
20230820_MTWTF--_52,20231006,1
20230821_MTWTF--_63,20231006,1
20230821_MTWTF--_64,20231006,1
20220522_-----S-_5,20231007,1
20220904_-----S-_17,20231007,1
20220904_-----S-_26,20231007,1
20220904_-----S-_7,20231007,1
20230820_-----S-_50,20231007,1
20230820_-----S-_53,20231007,1
20230821_-----S-_65,20231007,1
20220522_------S_4,20231008,1
20220904_------S_18,20231008,1
20220904_------S_18_-vmh_2,20231008,1
20220926_------S_37,20231008,1
20230820_------S_49,20231008,1
20220522_MTWTF--_1,20231009,1
20220522_MTWTF--_2,20231009,1
20220522_MTWTF--_3,20231009,1
20220904_M-W-F--_11,20231009,1
20220904_MT--F--_12,20231009,1
20220904_MT-TF--_13,20231009,1
20220904_MTW-F--_14,20231009,1
20220904_MTWT---_15,20231009,1
20220904_MTWTF--_16,20231009,1
20220904_MTWTF--_16_-vmh_1,20231009,1
20220904_MTWTF--_19,20231009,1
20220904_MTWTF--_27,20231009,1
20220905_MTWTF--_28,20231009,1
20220905_MTWTF--_41,20231009,1
20220926_M-W-F--_39,20231009,1
20230820_MTWTF--_52,20231009,1
20230821_MTWTF--_63,20231009,1
20230821_MTWTF--_64,20231009,1
20220522_MTWTF--_1,20231010,1
20220522_MTWTF--_2,20231010,1
20220522_MTWTF--_3,20231010,1
20220904_-T-----_23,20231010,1
20220904_MT--F--_12,20231010,1
20220904_MT-TF--_13,20231010,1
20220904_MTW-F--_14,20231010,1
20220904_MTWT---_15,20231010,1
20220904_MTWTF--_16,20231010,1
20220904_MTWTF--_16_-vmh_1,20231010,1
20220904_MTWTF--_19,20231010,1
20220904_MTWTF--_27,20231010,1
20220905_MTWTF--_28,20231010,1
20220905_MTWTF--_41,20231010,1
20230820_MTWTF--_52,20231010,1
20230821_MTWTF--_63,20231010,1
20230821_MTWTF--_64,20231010,1
20220522_MTWTF--_1,20231011,1
20220522_MTWTF--_2,20231011,1
20220522_MTWTF--_3,20231011,1
20220904_--W----_90,20231011,1
20220904_--WT---_10,20231011,1
20220904_M-W-F--_11,20231011,1
20220904_MTW-F--_14,20231011,1
20220904_MTWT---_15,20231011,1
20220904_MTWTF--_16,20231011,1
20220904_MTWTF--_16_-vmh_1,20231011,1
20220904_MTWTF--_19,20231011,1
20220904_MTWTF--_27,20231011,1
20220905_MTWTF--_28,20231011,1
20220905_MTWTF--_41,20231011,1
20220926_M-W-F--_39,20231011,1
20230820_MTWTF--_52,20231011,1
20230821_MTWTF--_63,20231011,1
20230821_MTWTF--_64,20231011,1
20220522_MTWTF--_1,20231012,1
20220522_MTWTF--_2,20231012,1
20220522_MTWTF--_3,20231012,1
20220904_---T---_9,20231012,1
20220904_--WT---_10,20231012,1
20220904_MT-TF--_13,20231012,1
20220904_MTWT---_15,20231012,1
20220904_MTWTF--_16,20231012,1
20220904_MTWTF--_16_-vmh_1,20231012,1
20220904_MTWTF--_19,20231012,1
20220904_MTWTF--_27,20231012,1
20220905_MTWTF--_28,20231012,1
20220905_MTWTF--_41,20231012,1
20220926_---T---_38,20231012,1
20230820_MTWTF--_52,20231012,1
20230821_MTWTF--_63,20231012,1
20230821_MTWTF--_64,20231012,1
20220522_MTWTF--_1,20231013,1
20220522_MTWTF--_2,20231013,1
20220522_MTWTF--_3,20231013,1
20220904_----F--_8,20231013,1
20220904_M-W-F--_11,20231013,1
20220904_MT--F--_12,20231013,1
20220904_MT-TF--_13,20231013,1
20220904_MTW-F--_14,20231013,1
20220904_MTWTF--_16,20231013,1
20220904_MTWTF--_16_-vmh_1,20231013,1
20220904_MTWTF--_19,20231013,1
20220904_MTWTF--_27,20231013,1
20220905_MTWTF--_28,20231013,1
20220905_MTWTF--_41,20231013,1
20220926_M-W-F--_39,20231013,1
20230820_----F--_51,20231013,1
20230820_MTWTF--_52,20231013,1
20230821_MTWTF--_63,20231013,1
20230821_MTWTF--_64,20231013,1
20220522_-----S-_5,20231014,1
20220904_-----S-_17,20231014,1
20220904_-----S-_26,20231014,1
20220904_-----S-_7,20231014,1
20230820_-----S-_50,20231014,1
20230820_-----S-_53,20231014,1
20230821_-----S-_65,20231014,1
20220522_------S_4,20231015,1
20220904_------S_18,20231015,1
20220904_------S_18_-vmh_2,20231015,1
20220926_------S_37,20231015,1
20230820_------S_49,20231015,1
20220522_MTWTF--_1,20231016,1
20220522_MTWTF--_2,20231016,1
20220522_MTWTF--_3,20231016,1
20220904_M-W-F--_11,20231016,1
20220904_MT--F--_12,20231016,1
20220904_MT-TF--_13,20231016,1
20220904_MTW-F--_14,20231016,1
20220904_MTWT---_15,20231016,1
20220904_MTWTF--_16,20231016,1
20220904_MTWTF--_16_-vmh_1,20231016,1
20220904_MTWTF--_19,20231016,1
20220904_MTWTF--_27,20231016,1
20220905_MTWTF--_28,20231016,1
20220905_MTWTF--_41,20231016,1
20220926_M-W-F--_39,20231016,1
20230820_MTWTF--_52,20231016,1
20230821_MTWTF--_63,20231016,1
20230821_MTWTF--_64,20231016,1
20220522_MTWTF--_1,20231017,1
20220522_MTWTF--_2,20231017,1
20220522_MTWTF--_3,20231017,1
20220904_-T-----_23,20231017,1
20220904_MT--F--_12,20231017,1
20220904_MT-TF--_13,20231017,1
20220904_MTW-F--_14,20231017,1
20220904_MTWT---_15,20231017,1
20220904_MTWTF--_16,20231017,1
